,time,812,813,814,536,537,538,539,540,541,551,552,553,549,548,550,743,744,499,530,531,532,533,534,535,1029,1030,691,1031,770,771,772,773,774,775,776,889,890,891,894,893,892,896,897,979,980,981,982,987,988,989,990,991,992,993,709,708,711,710,812_loess,813_loess,814_loess,536_loess,537_loess,538_loess,539_loess,540_loess,541_loess,551_loess,552_loess,553_loess,549_loess,548_loess,550_loess,742_loess,743_loess,744_loess,499_loess,530_loess,531_loess,532_loess,533_loess,534_loess,535_loess,1029_loess,1030_loess,691_loess,1031_loess,770_loess,771_loess,772_loess,773_loess,774_loess,775_loess,776_loess,889_loess,890_loess,891_loess,894_loess,893_loess,892_loess,895_loess,896_loess,897_loess,979_loess,980_loess,981_loess,982_loess,987_loess,988_loess,989_loess,990_loess,991_loess,992_loess,993_loess,709_loess,708_loess,711_loess,710_loess
147,2012-04-01,3384,4513.5,4865,2074.3333,1925.5,2745.3333,2517,2392,2233,1649,1892,1769,2042,2257,2257,3825.5,3797,895,3523,2811,3791,3377.5,3624,2075,1761,1872,1679,1592.5,4812.5,2485,2858,2944.1,2815,2757,3663,3415,2738,2104,1560,2669,2285,1783,2096,4288,4212,1978.75,3313.16666666667,3255.25,3861,3235.5,3514.33333333333,3302,3473.5,2679,1639,1229.4,5360,5518,3460.87458622747,4497.98023879162,4906.0979629138,2372.20131085391,1888.50944110418,3242.41057092744,2429.00291087908,2793.63892767688,3042.19308664798,1753.12847465172,1835.07514381578,1839.7611408394,2218.76322114115,2288.87353776076,2288.87353776076,2369.29374140364,3621.9602790167,3764.04248021207,1046.51225664777,3536.04254944572,2861.12464145598,3456.626111411,3228.0054870493,3818.34941192326,2215.73249593408,1549.23364185421,1630.85040512729,1471.04665725816,1433.43652758378,3652.11617354209,2396.16688705975,3001.17008475498,3189.56653016125,2738.89699067035,2907.12291405533,3527.65084960156,3351.64220633756,2725.23650212895,2603.58768154088,2606.58361012378,2688.41703324349,2373.47477735,1421.66401971963,1706.9277447575,1837.94959075817,3199.60853497728,3409.3569890961,2297.94884485077,3156.16858163606,3409.30476057879,3433.12257788806,3365.90248801755,3000.10847445171,2865.26823836682,3226.85450651119,2390.44909247956,1560.94463213291,1259.26358529912,5114.95743379012,5227.19704197884
148,2012-05-01,3665.5,4533,5032.5,1512,1581,3559.9165,1778,3264.4,3443.7,1541,1754,1937,2479,2274,2274,3399.0554,3547.9285,1265.75,3516.33333333333,2825.66666666667,3224,3150,3576.5,2310.3,1556,1712,1431.85714285714,1538.5,4792,2174,3141.5,3550.5,2445,2878,2913,3518,3177.5,3668,3443.3333,3277,2575,1820.5,2047,2760.6667,3187,1547.875,2839,3893,4259,3785,2087,1910,3473.5,1799,1475,1172.25,5360,5518,3928.23762859593,4687.86826879412,4995.40776551819,2926.71546937726,2185.40288246768,3661.17953326133,3223.33694596771,3172.75346789526,3521.3984437059,1954.45609606418,2052.68208658246,2054.53297526819,2246.06384249486,2249.51605938078,2249.51605938078,2324.33960125339,3513.69156087175,3713.47245136841,1109.44422781264,3486.80204116427,2759.15485742158,3305.49800713024,3122.36553780291,3702.7323116258,2160.99874751151,1506.60171746633,1607.76816307889,1440.9007508401,1424.41229364975,4669.72969317362,2316.01289998708,3046.1141932622,3293.50628946416,2660.63835713453,2823.24689875213,3065.48945206997,3291.51941549983,2716.75759492478,2634.04386510064,2651.13753052848,2643.6086043305,2419.20918964828,1363.2255551006,1625.77119247331,1796.85483008233,2800.95282038709,3023.24174454335,1925.2896928869,2886.66550488924,3153.04417282909,3153.27090223288,3188.48404618895,2612.49388476337,2513.42209701135,2650.42480487762,2127.617612496,1489.50226150863,1224.24177393782,4643.83468821535,4728.49046496029
149,2012-06-01,4828,5767,5072,3429.9402,2678,4386.8164,2829,3578,4063,2334.3333,2371.0833,2320.4167,1757,1123,1123,3317.0554,3761,1103.75,3434,2667,2977.33333333333,2877.5,3794.5,2123,1267.5,1453,1299,1214,3470.7856,2248,2977.6667,3326.5833,2715.5,2738,2421,2576,2245,2524,2759,2591,2378,1436,1566,2231.75,2263.5,1978.75,2520.5,2707.75,2585,2760.9375,2117,2148,1618,1871,1337,1249,3928.25,3865,4410.37262912071,4900.83427449204,5083.24899022035,3703.08383613678,2606.03930991434,4246.67478190663,4248.16277326097,3683.79915016246,4208.30420991884,2224.14103443638,2324.8632447307,2338.29177127613,2354.06085945237,2239.92702155894,2239.92702155894,2263.57711801388,3317.68939120094,3539.14597872371,1185.95963456789,3421.93379382026,2625.18940056899,3119.00479068508,2998.92853208345,3616.53294461654,2076.17276539774,1441.95944709837,1538.18315676117,1388.13014468526,1393.25246330815,3993.33227738606,2256.95218958484,3115.95614790181,3360.4583796486,2606.89752974246,2790.83965289891,2801.10672815704,3124.54910447362,2632.22361757554,2748.47317846222,2722.92333014938,2446.2377344321,2277.84224042857,1274.20770314937,1479.46885521564,1631.61127212647,2213.93707797198,2384.94998837077,1694.35479275272,2560.0218686813,2894.65400388344,2789.45438188618,2943.20503561079,2240.79552570832,2139.06593412265,2117.11231006566,1878.69282787811,1368.03392667879,1202.84165055981,4123.10441187448,4123.26519234891
150,2012-07-01,5072,4990,3730,5385,3132.7856,6308,5742,4282.25,5105.5,2834,2927,2833,2668.5,2149,2149,3251.5,3522.5,1370.5,3339.5,2435.2,2977.33333333333,2877.5,2378,1918.25,1376,1345,1364,1291.5,3391,2280,3331,3180,2641,2883,2714,2837.5,2761,3124,1559,1291,1223,1216.3334,1303.3334,1406,848,1547.875,2326.625,2617.5,2547,2686,2020.66666666667,1879,1330.5,1709,1284.25,1196.5,3343.5,3201,4738.36932177095,5132.83533850651,5260.18542654191,4511.04487261358,3148.32779941222,4846.31212456539,5164.00768226681,3904.68426545495,5150.22588998376,2519.75388489791,2577.99078889027,2613.74761910126,2435.59598649133,2251.61217325538,2251.61217325538,2166.88805418684,3116.1272816414,3257.01687111134,1196.9317801845,3310.67678280853,2451.21143040282,2916.5984443336,2844.80733200149,3539.52073297368,1939.94120433739,1394.52192907233,1482.65585665901,1376.52119608233,1356.05222724273,3624.72827720095,2245.58925462038,3144.79549021529,3477.56338390101,2512.23628635363,2694.44310148616,2678.64731253662,2949.72022237512,2464.3361488602,2794.07356187396,2229.71149124365,2245.76473224869,2071.97535593157,1145.51403495803,1284.66665560585,1371.8359899809,1893.45544604773,2132.51252807511,1750.00735525247,2385.16312338323,2567.33581970862,2395.40927701497,2636.55818466334,2178.0149870822,1981.78058175472,1605.73466415604,1802.0923455066,1256.47625862434,1175.84132371993,3623.28588807338,3540.16115312774
151,2012-08-01,4693.8335,5350.75,5246.2856,5492,3888,5370.7666,6693,5975,6462.5,2550.5,2585.8,2718.4167,2418.7856,2362.5715,2362.5715,2775,2739,1172,3255.33333333333,2294.25,2974.5,2895.625,3342,1747.5,1380.5,1519,1381.25,1400.25,3683,2198,3160,3885.5,2389,2531,2889,2969,2225,2619.6667,1487,1733.5,1633.25,1168.6666,1185.5,1387,1313,1117,1603,2162.5,1659.5,2156,2285.75,1879,1463.66666666667,1709,1129.6666,1139.3334,3343.5,3201,4928.19707210107,5341.67577180204,5502.86891100831,5054.38928842242,3636.97299690735,5370.76659999991,5864.2773446177,4024.28122594551,5819.78510688039,2589.50946196485,2617.517047478,2807.61036819464,2605.47279044119,2389.09099036773,2389.09099036773,2049.61290621449,2970.6555671811,2902.9841877125,1183.47956122184,3175.03405086991,2228.75144540275,2731.30054141538,2713.7846866397,3411.51011033675,1792.0388768582,1426.43941549644,1491.56135251845,1416.5391069702,1399.36431315212,3319.81426694869,2165.4373893268,3030.74784610314,3456.28598224985,2317.98072268314,2519.4109823702,2592.44603067121,2881.1181411896,2311.22845400912,2723.76182678418,2067.84850078245,2025.70961882062,1881.37139740381,1054.05811983847,1144.12346803098,1197.89751012564,1886.25711635132,2092.57934208791,1999.68052765803,2370.52010840152,2323.94898573266,2269.35335106725,2507.25466579895,2331.79601378984,1950.73310679721,1525.19272549755,1839.23878236426,1160.9061846523,1130.56706073085,3385.51684570992,3263.42692042736
152,2012-09-01,4926.3335,5508.25,5988,5587,3914,7031.5,6518,3979.1,7000,4459,4151,3975,3453,3491,3491,2790,2284.5,1072,2809,1973,1917,2105,3380,1657,1514.25,1542.5,1538.75,1509.25,3304,2576,2995,3661.5,1991,2305.6,2440.75,2496,2120,2783.3335,2312.0833,1905.5,1764,874,921,2537.2381,2711.04166666667,2681.6875,2644.1,2158,2158,2416.75,2661.3,2138.5,1892.125,2153.5,1076,1015,3343.5,3201,5070.7499328498,5584.31141587943,5751.35334845651,5149.9389100341,3739.80301091236,5028.17773333334,5709.84288194843,3819.41157391466,5150.9681723128,2522.64751955231,2516.44844025357,2555.93707951823,2619.43943404723,2479.33269586375,2479.33269586375,2034.2575095082,2892.10675303468,2643.47469562826,1177.67094052309,3066.53571154308,2030.25464674349,2679.28038900984,2703.07997842046,3210.77450821277,1696.21378941641,1485.98587094564,1544.97687003766,1452.83906795304,1463.92476625927,2924.94459964308,1974.62055789738,2696.25674300512,3259.7998364589,2067.19243691113,2284.10145168745,2443.17473983105,2933.89533043496,2177.56134868784,2565.59471063909,1860.87319548198,1869.338542133,1762.05968797458,1023.51298849084,1098.97232777502,1141.89308716318,2161.18144260515,2308.84098053642,2307.64165414199,2444.50577380504,2160.4397096238,2184.69402519213,2607.50195073243,2547.40205934921,1942.98704188275,1542.2359013768,1932.70230628048,1089.2203388941,1083.6111062137,3253.45172422286,3160.10967931512
153,2012-10-01,5866,6496,6274,4638.4336,6269,6426,4615.875,5184,5769,2480.3,2417.6,3615,2852,2957,2957,2899.5833,2455,1192.75,3121.5,1726,2722,2824.5,2799,1612,1625.5,1652.5,1472.16666666667,1580,2114,1703,2059,2754,1726.5,1895,1986.5,3364,1965,1981,1935,2020,2008,1173.75,1243.9584,2202,2615.85,2681.6875,2344,2085,2300,2887.1875,1858,1579,1043,1457,976,1154,3135.1667,3126.6667,5142.85872120146,5688.18439488995,5839.74271556117,4563.11457973549,3490.9926990915,4658.03147038662,5134.03878322379,3416.92866198717,4804.1157783513,2383.21510311008,2331.29269824989,2341.92970209055,2473.0578980651,2478.53698981678,2478.53698981678,2056.56872364667,2910.82244210742,2617.88020678935,1213.83530053392,2949.34191917535,1897.47750836694,2680.86514941256,2739.7294672652,3119.95569462017,1681.13959958057,1517.59610928364,1580.82818804542,1477.46584869086,1469.50038053941,2467.35875179473,1771.08914999106,2289.36047734723,2830.56731299247,1850.08144667882,2047.43728235716,2227.35384093295,2934.65230568739,2123.03179059418,2461.09843607299,1875.03971297954,1883.51871294701,1781.98634472642,1023.97981069569,1080.50922998995,1125.42103656489,2757.95897933435,3114.23626436326,2852.02181261519,2739.64955439633,2426.6898560731,2418.22538999251,2976.0859736495,2878.48998236595,2104.23065464012,1618.56903871672,2229.01380989249,1059.21584410117,1027.44992782982,3169.76616672138,3096.75275890153
154,2012-11-01,5347.5,5805,5762.5,3695.6667,3398,4343,4518.0835,2851,3317,2269.5,2205,2181.5,1680,2287,2287,3107,2837.6428,1288.5,2809,1849.5,2966,2950,2974.75,1672.16666666667,1443.95833333333,1492,1450,1350.5,1798,1452,1717,2046,1758.4166,1988.6666,2221.9,2916.625,2267.75,2574.889,1523,1737.5,1657.0625,1086.3334,1136.6112,3438.5,4182,3185.5,3914,4402,3976,4290,3081,2248,1730,2472,1104.4,939.2,2956.375,2972.5,5138.00042733655,5699.04463779563,5737.75380057372,3890.25882844495,3068.09413163701,4334.83825600757,4218.12838550134,2899.04485033565,3769.2672217837,2162.49889833732,2075.04830050912,2221.22769224739,2281.6557209783,2427.36897791023,2427.36897791023,2102.12627852659,2912.98728094282,2766.70124011305,1306.45115644949,2882.41192498453,1833.77420752248,2827.86895979277,2901.99661485549,3117.92722727923,1769.45064529596,1531.06554827168,1615.00411674688,1490.059435577,1456.94681292385,1987.05686353964,1557.59415942864,1920.95737562133,2303.98217722323,1675.58473175732,1834.88477992119,2033.71494233953,2963.28251344937,2116.65813652384,2338.22560843499,1844.74139557601,1919.82272980928,1806.61153715129,1091.9992284219,1130.29835598627,1188.04012995263,3297.96958153073,3761.36675400617,3466.89331684667,3078.69294286529,2855.77193279796,2792.35981724575,3399.19170542658,3227.71547817183,2372.11591668943,1800.69912600063,2591.5895242508,1065.04598029102,1005.49903006993,3092.98036860617,3054.98019665632
155,2012-12-01,4779,5458.5,5071,3032.5,2214,3831.5,3221.25,2307.5,2480.5,1800,1599,1701,1950,2066,2066,2903,3432,1479,2809,1849.5,2992,3093.5,3360.5,1896.875,1570,1826.5,1800,1838,1767,1432.5,1751.5,1902,1534,1481,1721,2943,2103.3333,2300.3335,1799,1886.3334,1767.0625,1116.5555,1145.8334,4334.75,4472.75,4445.5,3254.75,3424.04166666667,3234,3688.2167,4163.5,2917,3177.5,3487,1557,637,3214,2957,4973.88422663599,5583.49356169684,5581.81568593464,3294.40415966807,2593.74934646334,3868.27560430377,3462.16123364469,2524.40803203407,2868.97259887165,1768.12406283485,1719.25801422507,1727.46537301634,1941.51763457435,2138.15658972535,2138.15658972535,2032.75986807426,2806.65036915622,2843.95175903621,1383.94054764675,3021.353332113,1908.24438654481,2977.19914556435,3053.75713369706,3249.00715875484,1973.28552146166,1501.82244046347,1614.32644402402,1476.53201200879,1417.5785519742,1717.99866755881,1449.71190949973,1732.43514891974,1976.4524514523,1540.97071558943,1699.66957222817,1953.96549461348,2983.1270229888,2225.93925167541,2353.73897938797,1929.09688081214,2035.5338927439,1848.44731338982,1203.3287910358,1257.98765606863,1346.44697303973,3710.09927596481,4284.36355398756,4071.94670438235,3478.88804697134,3376.41463616887,3195.04169273447,3874.07147752079,3552.14109967228,2794.06622238224,2109.60793046193,3012.23930081665,1084.21175965828,975.258733080655,2996.00156935905,3024.34755551942
156,2013-01-01,4634,5295,5516,3126.6113,2021.5,3376,2692,2273,2373,1039,1206,1136,1661,1935,1935,2571,2803,1456,2809,1849.5,3013,3149.5,3366.66666666667,2232.5,1474.58334,1613.58333333333,1514.4,1463.66666666667,1486,1354.5,1531,1602.5,1351,1648,1988.5667,2853.5,2057.3333,1854.5,2192.6665,2225.8333,1964.5833,1395.7778,1522.8334,3894.8125,4672.25,4674,4071.5,3969.125,3549.14285714286,4261.4167,3821,3315,2465.125,3358.75,1093,988,2848,3222,4729.26719749788,5447.22227244702,5507.95966518149,2785.0917878359,2180.38109117533,3526.96042538247,2857.26110823988,2425.45225883036,2572.14195745452,1504.43329424078,1495.57342587919,1479.0480550354,1789.05391310574,1967.93957990704,1967.93957990704,1888.0511191555,2657.10406623602,2865.85537221686,1427.81171278122,3567.32506461382,2127.96445574489,3022.26886403107,3095.75003242048,3486.7805306742,2235.87414101384,1476.72311248804,1636.02081644422,1463.85354635019,1376.09716965174,1651.56405655454,1416.65247241874,1755.12297239206,1933.20010345576,1486.30790630605,1629.89465348111,1924.06755360265,3129.97954884291,2484.18926725945,2604.1180433644,2102.15773965245,2293.79079899202,1982.6657782237,1314.69015304841,1483.93344663959,1622.50956147012,3995.86994058392,4584.12509050196,4699.39604762,3879.04317801335,3989.22043153664,3641.55836586427,4260.05081713015,3886.97111408781,3270.86852880011,2531.47789040421,3434.47875058366,1109.67943006048,945.74082587178,3025.27033580911,3035.29708654477
157,2013-02-01,4768.857,5599.643,5586,2127.3333,1951,3245.3333,2242.25,2792.7856,3146.5,1263,1384.5,1273,1828,1832,1832,2258,2627.5,1382.5,4585.3335,2394.66665,3128.83333333333,3189,3775.41666666667,2667.75,1197.5,1389,1332.5,1180,1585,1484.6428,1881.0714,2136.5,1307,1494,1799,3417.3887,2845.3333,2880,2663.4443,2757.6667,2197.3333,1902.5555,2123.611,4015.85,4600.04,5208,4095.2,4570.5,4232.5,4929,3895.75,3666.2,2910.7,3693.4,820,902,2420,2510,4538.8302519879,5333.04297739428,5572.42379814288,2461.57454805968,1943.24697347049,3294.79102449565,2550.84963764105,2339.14398916146,2536.3835304081,1368.20486145562,1428.21138520315,1385.96063162309,1757.94476130311,1927.60762544817,1927.60762544817,1814.66211961624,2616.85635162154,2862.51653575878,1457.85714941106,4060.31509147524,2461.75578748803,3030.97936229677,3110.56091530444,3730.52825433354,2497.15272805881,1471.53794711322,1655.14034684402,1456.89054354806,1373.43462187149,1708.19974318794,1396.47001860266,1828.34727457938,1992.83226866626,1568.43327060446,1705.90046191728,1998.1653942109,3346.75248163655,2862.71537731912,3010.30156901182,2216.69689793103,2570.86710611883,2148.17803103169,1454.565716224,1696.86947446063,1903.35796432232,4107.19087677309,4744.49918304935,5047.96139265821,4304.52281377148,4543.58793678362,4015.4012516615,4556.66703145382,4221.53675117868,3702.26699728549,2927.3561160762,3742.53790385071,1137.04575635296,937.454037707862,3186.22342448891,3197.2391332455
158,2013-03-01,4174.5,5139.5,5756.1665,1974.5,1880,3128.5,2331,2085,2190,1472.5,1539,1557,1615.5,1854.5,1854.5,2725,2930,1479,4585.3335,3063.3333,2906,2816,3921,2571,1465.6667,1779,1450.75,1324.25,1826,1347.5,2083,2261,1915.5,1910.5,2271,3629.5222,3453,3836.0667,2111,2941.5332,1663,1307,1331,4287.25,4957,5656,5158,5166.25,4321.5,4649.3335,4785.5,4061,3346.76666,4047,1182.625,887.875,3412.9,3398.7,4405.62373696852,5364.36705389017,5706.30508014227,2282.22171708209,1957.21842734372,3240.91766219256,2543.05112524555,2344.81846244458,2654.53876488324,1426.89271049173,1522.20138426192,1470.58634106018,1823.06062884757,2024.85439829324,2024.85439829324,1956.49414014418,2748.69868350995,3016.42275001516,1496.21505459753,4633.85392802471,2794.61508988285,3121.99263729339,3209.75478926871,4023.05130961346,2776.21677160019,1476.63876101726,1659.8597123346,1480.13804494233,1385.85160104095,1867.51142261896,1426.92294175785,1924.44205874062,2102.34044810863,1718.81885962212,1857.64852820658,2088.37294201011,3637.74010403942,3469.90889244484,3668.42510659761,2268.91587543146,2771.48247969026,2303.52239257573,1601.47678563039,1895.29690212775,2160.69202803216,4251.21121418829,4790.11929620452,5052.29140276448,4495.29001717926,4940.20928405498,4312.81878295519,4749.1579081522,4430.0959211133,4146.99238618869,3390.04380258056,4063.36490331094,1171.79701535955,942.960665100871,3394.88633475507,3373.44921575245
159,2013-04-01,4343,5027.5,5503.6665,2342.6667,1499,3139,2910,2254,2717,1548,1628.5,1488,1973,2218.5,2218.5,2978.1072,3287.0955,1598,4986.16675,3250.8333,3150,3457,4412.145875,3090,1522.95138333333,1624.79166666667,1563.97916666667,1482.50693333333,2283.5,1340,1819,1902,1964,2127,2165.3333,2700.5,2087,1728,2274.3333,2752,2423.3333,2006.3334,2316.5,5604,5077.25,4875,4870,5433,4622,5022,5217,4703,3910,4444,1260.5,1024.5,3945.5,3861.5,4683.21796127171,5614.19466003369,5927.56638216853,2443.80830036736,2248.12731575627,3486.08106436073,2803.73160045859,2509.27786749695,2837.9423301938,1795.85026248356,1727.93402808017,1678.68647676941,2168.07680096087,2320.42206289029,2320.42206289029,2242.79365976975,3011.56868296261,3240.44503236043,1560.59444764481,4649.57506029771,3021.6351426376,3350.63986297266,3404.71121556328,4308.87670414013,2947.72765144274,1527.07296755444,1696.76337827674,1538.91529675177,1446.65421565246,2065.6777049197,1541.36459644038,2035.03800705921,2222.14219427263,1952.01160287229,2141.56546422434,2246.38625666788,3846.53760500886,3499.8567008823,4231.21233098201,2299.20758376331,2766.30080197118,2347.65712711271,1732.1058325486,1949.8840911187,2212.36145824056,4237.76955273949,4631.7094852406,4791.5148088136,4476.18617634525,5023.09323590394,4374.99413224202,4663.1238919617,4447.87683639395,4190.84876602987,3493.02214162497,3982.44301681375,1177.78100509682,955.342219502895,3681.33088574632,3643.75490961562
160,2013-05-01,4238,5976,6346,2596,2588.5,3693.3333,2766.3333,2595,3179,1774.5,1908.5,2005.5,2384.3333,2592.3333,2592.3333,3690.25,3976.6667,1609.375,4585.3335,3063.3333,3746,3668,4606.25,3398,1616.5,1739.75,1641.75,1548.5,1794.5,1763,2207,2488,1885,2000.6666,2190.5,4187.6665,4484,4931,3605,3501,2695,2394.3333,2723.3333,4500,4311.2,4283.5835,4190,5025.25,4477.5835,4541,4269.5,5071,4693,5032,1071.6333,963.5666,3624.1387,3673.25,5262.84999973036,6109.14333375387,6181.02567028626,3048.71967177754,2718.08833426879,4048.06415693445,3411.7901704704,3013.49963287068,3327.33232827694,2430.79853272283,2148.0784328574,1927.78246187613,2945.99559081235,2812.19924474831,2812.19924474831,2487.18504645897,3212.09141598453,3398.18499539461,1536.23234158631,4521.09653558203,3131.98230091,3559.21491835166,3591.90301634975,4497.62038055194,2966.76149289104,1588.12820230168,1707.36049517109,1587.7043747131,1523.80907355277,2303.07782785784,1739.9600271154,2112.72346861292,2347.88009743672,2225.3049259668,2573.01073695394,2683.05150283819,4008.16020244266,3648.04546288454,4606.10795343496,2346.36994877433,2615.66648019273,2294.13197610145,1858.12356476947,1893.42608127503,2122.06960753512,4081.90534470738,4261.85069203378,4239.70276905778,4164.91240827214,4759.30739833377,4200.70044374222,4346.8616290617,4252.98366165522,3991.79835284215,3414.23362095395,3702.82808640245,1158.41632964724,972.910404159237,3923.3512062358,3941.46460387179
161,2013-06-01,6055.5,6963,6508,3771.5,3580,4916,4016.9167,3841,4598,3480.5,3905.5,3781.5,4310,3544,3544,3161.75,3226.5,1876.8,4202.583375,3080.16665,4442,4398,4761,2845,1649.875,1719.5,1626.125,1626.125,2620,2036,2213,2177,2714,3187.9524,2996,4000.4,3788,4849.2,2551.8,2571.6,2132.6667,1744.3334,1881,3559,3599.375,3479.6,3493,4204.6665,3797.125,3868,3707.5,3505,3223.3333,3196,1156.0333,979.9666,4637,4443,5948.5905855384,6753.62253070578,6429.32058681866,3917.55172992987,3588.35479723004,4821.55086882453,4252.037278633,3772.38468456837,3856.11784360424,3005.27125596005,2622.67877480007,2518.40326888372,3562.40659096669,3480.01695022243,3480.01695022243,2614.91012797222,3328.98566434212,3449.30951778322,1471.27159937438,4200.71088966844,3144.45120691287,3567.93991798749,3563.14925705476,4493.0634384793,2862.61850729661,1630.93168830776,1726.34917788845,1592.49986092739,1543.40403774601,2529.1990104733,2053.08686346037,2257.41190305656,2757.49813628456,2614.31903532801,3183.36005677396,3496.15198301175,4116.85700511396,3806.49602141539,4673.67924873132,2365.44378674595,2420.04344511038,2089.97237092636,1896.72609966066,1769.60291908448,1900.99351344161,3735.52292747004,3742.29856709119,3640.6336444468,3601.72425362841,4246.05509980115,3848.61682389119,3870.56077655394,3794.27017056193,3659.77519549875,3204.86274166569,3320.57283004661,1129.56043650046,968.699999234181,4016.2466652746,4081.7021496043
162,2013-07-01,6928.5,7944,6779,5197.375,5885.3335,5951.25,5730.5,4691,4198.7856,4212.3335,4564.3335,4491,6318,5106,5106,3537.75,4014,1320.75,5387,3438.3333,3133.16666666667,3159,4360.3335,2470,1638.1666,1295,1532.75,1378.1666,4906,4636,5255,5012,4820,4709.5,5066,4258.75,3681.6667,4277.5,2263.5,2007,1764,1687.5,1723,3064.4,3143.9167,3038,2904.9,3345.875,3390.5,3029.375,3360,3163.3333,2832.6667,2855,1123,945,4149,4242,6522.81602299861,7151.19356574316,6497.17175850908,4969.07142890992,4090.82689549288,5638.40339928958,5118.42518459486,4472.01997176039,4331.00147173338,3309.63621447243,3015.74487011293,2843.08443300444,4285.02459402678,3352.71837500588,3352.71837500588,2539.21150760514,3264.97304268477,3328.37349900886,1395.20060182232,4084.27808223493,3097.87836931287,3424.32906527256,3413.69900349022,4299.98554091732,2646.4153217798,1672.8604552235,1713.37732046506,1586.71769043776,1557.48063051578,2536.0477214779,2184.92581369891,2605.23075230152,3088.16321590295,3020.94420955389,3558.03502403721,4414.94797084475,4060.76846137642,3615.14752023143,4240.09885179156,2326.5480035534,2239.75945928772,1886.53659447942,1790.96235948462,1622.95015484514,1659.01684268614,3220.35513283671,3264.44506132092,3157.49648482411,3165.30880549106,3683.45739477254,3350.791432898,3388.2060388259,3320.23075201807,3166.91132336368,2865.8659190681,2894.30971023294,1141.59365681658,971.125557422141,4121.86596625173,4218.17249330025
163,2013-08-01,6883,7508,6352.6665,5785.7,6803.75,6141.6,6170.8335,6027,6918,3716.3333,3542.6667,3542.3333,4707.6665,4648,4648,3090.5,3174,1358.3,3080,3077,3178.6,3227.6,3967,2533.5,1702.6666,1755.3334,1550.6666,1592.3334,4892.5,4310,5129,5701.5,5531,5848,6630.6665,3920.5,3419,3692.75,2037,2054.6667,1678,1409,1246.75,2765.5,2928.625,2756.5,2915.25,3466.75,2813.1667,3065.375,2762.3333,2686.3333,2455.6667,2547,1061.6666,958.3333,3745.3333,3761,6547.20344357059,7222.30679071142,6394.33857975109,4842.45679228399,4416.62446148808,5644.3999176927,5498.95341762686,4336.31079437993,4144.86472442388,3197.64543844875,3376.28422169215,3463.69837013732,4470.53548434033,3396.5358312219,3396.5358312219,2413.30333455842,3179.731082648,3229.5283101212,1318.6173150487,3896.33115981734,3002.96264953028,3029.20408188282,3066.27148615298,3991.9525174069,2437.80746098819,1715.79829364666,1680.5682511751,1596.82432374507,1569.92910490237,2501.4616209733,2270.08524796515,2741.1575612086,3847.27437578758,3256.7955923395,3708.11983451696,4493.03455108172,3952.22875567419,3342.63984650977,3717.49087637075,2283.72426666357,2103.05410146823,1819.59022954321,1578.26223028725,1476.51769066613,1476.26927644552,2902.58945033602,2946.70896284816,2867.11109817294,2918.10371023804,3160.92195474145,2900.48931912313,2999.13821305591,2964.2227933885,2877.19781964191,2630.84424748206,2719.24118850858,1230.2147457515,991.706803193748,4222.05687958303,4377.4966951546
164,2013-09-01,6529.6665,7105.3335,6278.75,5891,5277.3335,6554.5,5967.5,4915,5831,2354,2376,2483,2611,3228,3228,2877,2617.6,1283,3758,2742,2652,2689,3536,2259,1816,1570,1854.75,1577.25,2561.5,2525.7144,3257,3793,3802.5,4226,5456.5,3971.5,3015,3262,2615.2,2495.75,2198.5,1333.5,1359.8,2714.5,2566.6667,2578.4167,2640.5,2445.4167,2370.7,2721.625,2673,2644,2489.5,2645,1515,1070,4605.972,4817.5835,6106.72893563114,6846.23245717398,6151.5294624941,4572.1497913664,5219.18486257723,5309.512497047,5318.10358948498,4145.10087493472,3962.34887593322,2803.65930250546,2714.69686901419,2723.23105685701,4083.40035211444,3388.83945180113,3388.83945180113,2374.31521223052,3204.59718771,3228.17287723109,1326.85795764205,3658.77572304317,2888.26933115406,2906.66459582694,3013.29648868664,3704.23760347459,2285.03747767483,1739.09968781521,1651.19428936831,1613.96367947753,1623.53810368954,2463.11355551257,2493.97529292774,3147.30566882467,3745.17223936036,3784.26372325832,4019.98312214826,4355.81078958163,3699.64351207359,3124.34940267436,3109.92188629792,2196.67829368658,2002.10159570833,1786.8099348961,1365.1853837878,1325.49357865698,1316.71582228803,2794.88095665682,2866.38585165296,2805.24126372919,2976.38967684933,3044.08119897698,2780.95454539557,2955.50920392149,2696.05208146287,2718.29607449754,2476.28787691592,2619.56228635105,1293.72928674235,1029.18516458418,4297.21976288601,4576.99753767981
