,time,812,813,814,536,537,538,539,540,541,551,552,553,549,548,550,743,744,499,530,531,532,533,534,535,1029,1030,691,1031,770,771,772,773,774,775,776,889,890,891,894,893,892,896,897,979,980,981,982,987,988,989,990,991,992,993,709,708,711,710,812_loess,813_loess,814_loess,536_loess,537_loess,538_loess,539_loess,540_loess,541_loess,551_loess,552_loess,553_loess,549_loess,548_loess,550_loess,742_loess,743_loess,744_loess,499_loess,530_loess,531_loess,532_loess,533_loess,534_loess,535_loess,1029_loess,1030_loess,691_loess,1031_loess,770_loess,771_loess,772_loess,773_loess,774_loess,775_loess,776_loess,889_loess,890_loess,891_loess,894_loess,893_loess,892_loess,895_loess,896_loess,897_loess,979_loess,980_loess,981_loess,982_loess,987_loess,988_loess,989_loess,990_loess,991_loess,992_loess,993_loess,709_loess,708_loess,711_loess,710_loess
44,2003-09-01,5076,6142,5641,4531.5,4960.5,6264,5071,5504,6029,2896,2927,2688,2268.5,3113,3113,3467.3699,3201.2334,1521.4099,2293,1816,1708,3206.25,3133,1686,1306,1402,1423,1277.5,4253.6665,3466.5,5617.5,6560.6665,4754,5103,6802,3214.5,2920.5,2295.75,1688,2233.5,2300.75,1913,1471,1667.65,1891.70835,1766.83335,1939.3,2554.33333333333,2268.625,2153.5,2892.125,2681.375,2867.83333333333,2042,823,709,3420.5,3388.5,4950.09131744078,6107.44726112888,5518.21613169563,4170.05561008918,4882.95288405514,5327.06158095862,4449.27323510202,3887.25322127117,4554.77384290385,3348.94767523584,3347.87096529446,3224.35964736205,3469.13616352992,3065.38368274283,3065.38368274283,3335.15490450807,3247.34068302011,3075.64754038076,1517.21457410433,2448.67881576236,2148.18051402572,3280.23802535959,3136.60644325053,3195.40795916937,1691.18421837267,1345.69806663252,1422.09042460611,1382.2895182597,1365.76310349095,1896.30300925499,2615.53156753157,3884.0323682849,3853.337728086,3139.64212782697,3178.74141934641,4363.72290205311,3181.55936535544,2757.80394672983,1959.62492633724,1743.24838859185,1842.07193592852,1736.43407211392,1953.65354905705,1741.91754830431,1363.2144123397,1570.00456205881,1810.55446113665,1666.81854588369,1913.4873689865,2650.02446441845,2334.36046516606,2092.49966385139,2897.55859903413,2653.78573298675,2855.31650142876,1870.22299967742,716.410174497034,578.36849201429,3202.97691432501,3159.81071270989
45,2003-10-01,4203.6665,4927.3335,5404.25,2970.5,3574.6667,5244.3335,3335.5,4069.3333,4930.6665,2204.5,2078.5,2200.5,2968.024,2529,2529,3090.5,2836.6667,1154.75,2310,2276,2936.875,3206.25,2400,1586,1289.5,1415,1316.5,1343.25,4532.5,2797,3734.5,5831,2510,2753,3614,3268,2790,921,1435,1489,1302,1292,1254,1396,1530.61113333333,1499.7778,1726,2228,2049.83333333333,1897.33333333333,1649,1632,3004.25,1302,714.5,578,3420.5,3388.5,4608.34038724145,5229.7448873822,5304.56209848814,3302.70376398331,3842.95521057217,5227.17457975649,3605.03525878378,4158.2534657222,4993.36839886024,2436.43904825206,2622.68053383123,2435.24096453048,2870.06144919123,2635.81474887218,2635.81474887218,3093.54598030839,3237.49293298966,3008.69929310907,1633.75563518491,2392.74156706553,2072.38129189679,3245.75055991231,3424.66369291991,3083.72365147289,1926.56136990294,1300.16293190899,1395.95918089516,1296.16573335187,1301.03648994938,1829.40697067658,2383.54457267786,3434.38598960724,3335.18295226272,2575.77409922281,2685.42962654616,3587.681500732,3200.08885116293,2538.17278477171,1572.61163312956,1629.15943918014,1683.45040363014,1484.93264392942,1907.16370116303,1690.29431338436,1330.04786941997,1497.66702620564,1637.0431197041,1587.04326738353,1775.05114410658,2354.1471153238,2167.75928034945,1981.96408138028,3170.37235471315,2822.70886253591,2903.64899139231,1838.09925008579,726.197581896452,588.706622892438,3407.3402689018,3378.52224108311
46,2003-11-01,4635,4124,4589,2168,2875,4252,2255,3694.5137,4123.222,1827,2254,1803,1975.5,2258.5,2258.5,3336.25,2982,1783.5,2351.5,1921.5,3579,3988,3184,2882,1266,1319,1134,1229,1750.5,1679,2081,2693,1888.5,1652,2423.5,3268,2000,1264,1819.3334,1489,1302,1625,1292,1438.75,1542.3334,1559.3334,1680.5,2126,2020,1598,3424.5,2916.5,2686.5,1770,714.5,578,3420.5,3388.5,4241.31567541791,4795.20441296202,5103.74511282105,2551.91297197633,3055.80736173382,4421.35953122295,2818.80155258848,3441.2889529175,3975.33027813761,1948.919590884,2109.47898728451,1969.29724940303,2297.7246729958,2222.49451731372,2222.49451731372,2746.35936507633,3162.30096951999,2925.6888170913,1756.35847811508,2434.89400022614,2090.35364750989,3294.17606927187,3765.98199956747,3235.48205364419,2207.2745453261,1293.46368258991,1398.68329097867,1219.949447506,1252.02670314745,1724.75774889114,2021.03051986824,2499.00979948607,2549.46000827507,2036.43086901189,2162.95007353736,2751.60328999937,3159.76878919359,2306.29908823125,1262.18876903842,1532.86635605508,1532.66908949586,1302,1828.9852589953,1628.35123868841,1284.65593565723,1508.17673107923,1799.35058489023,1755.61916803856,1907.5021816512,2460.26761383755,2393.82440926916,2184.26692536346,3407.2613009245,3050.2720975079,3119.28313608064,2056.65093039867,714.116425527506,569.853664919155,3535.81195010414,3514.89653005782
47,2003-12-01,3778.25,4645.25,5097.6665,1936.1428,2336,3621.1428,2246.2,2219.75,2551.5,1662.3334,1782.3334,1779.6666,1778.3334,1774,1774,3008.6,2875,1843.8,2733,2853,3229.5,3186,3484.5,2485,1317,1451.5,1162.25,1239.25,1479.6666,1465.5,1449,1430,1583.5,1726.5,2016.5,2996.778,2000,1092.5,1362.3334,1489,1302,1610,1250,1619.5,1611.5,1666,1791,2330,2602,2523,3836,3446,3322,2514,677,519.3333,4024,4026,3924.86389183448,4481.41954004599,4889.17592057888,2126.624796311,2498.89919796,3799.96325191032,2370.64404895952,2838.93586870034,3171.24284527677,1720.2400498639,1877.06096870284,1809.10649693924,1975.27290727132,1937.42846303287,1937.42846303287,2488.82702547829,3104.70329032068,2901.57841197297,1831.36367754477,2506.40737323439,2148.34362219209,3646.42845791059,4287.71826887221,3526.51238051806,2536.66201104099,1299.06597389224,1402.47476360943,1177.2431747372,1210.15853113867,1555.56249182147,1603.27441007233,1769.89733283078,1946.14202671921,1805.42779986611,1964.95607213137,2354.02199638429,3048.28535928836,2130.65081359248,1185.12645568748,1527.79905166097,1583.98247113834,1442.37469918777,1737.13638280894,1622.88589897003,1306.57367848322,1863.29131104313,2264.2751057157,2158.17784166492,2273.12267934094,2930.10745233313,2838.72276653053,2507.40333505977,3531.03209546543,3285.35709992922,3418.15398733269,2497.46490583875,691.943226497307,537.854705354951,3545.96967261292,3512.16674093921
48,2004-01-01,3582,4401.3335,4715,2059,2132,3211.8,2202.8333,2131,2210.6667,1560.5,1553.5,1751,1795,1591,1591,2953,2831,1952,2421.875,2216.625,4118.9,4765.25,3941.75,2774.83333333333,1309.5,1429.25,1141.75,1050,1425.3334,1364.5,1175,1532.3334,1718.5,2135.3333,2103,2949.4446,2000,1092.5,1362.3334,1489,1302,1632.25,1250,4472,3358.48335,3131.90835,3141.9,3977.25,3758.625,3109,3067,3590,4187.16666666667,3507,712.5,555.5,3441.5,3349,3610.55719193763,4376.90505113269,4770.55096253385,1983.92102267878,2216.36384616971,3409.81028302988,2240.04853393516,2352.76005278297,2566.69012426329,1617.91218607953,1721.78524043101,1717.22523842806,1847.45354639755,1804.14037295467,1804.14037295467,2544.196476578,3146.25816213513,2988.79183711016,1808.29164582484,2614.82468876672,2223.41494176738,4211.33030466664,4839.96023667401,3994.26121340979,2822.72273124898,1297.21754698207,1398.47912305859,1190.80953747508,1191.85425712759,1441.96586054114,1383.27292000349,1376.04468652493,1574.35081921187,1690.64842918934,1864.98891830364,2232.93917444836,2884.72506869303,2172.84868734367,1381.82594680272,1571.23334647303,1824.49711118104,1707.99527962319,1680.58281723993,1706.11278686003,1415.1045917487,2393.75047232084,2893.23614647112,2710.24764966874,2754.67852843173,3557.84942254716,3458.11642778002,2957.95296280304,3603.43415187462,3496.17875654815,3792.52632002172,2994.50625398907,664.157274078555,493.692930549934,3501.21765693846,3436.32100795443
49,2004-02-01,3209,4085,4567.5,1877,1891.5,3186,2319,2037,2160,1560,1735,1675,1896,1812,1812,3194.75,3013.5,1678.7,2712.125,2421.125,6352,6096,4386.08333333333,3098.91666666667,1314.47022857143,1383.07142857143,1270.05357142857,1272.67857142857,1318.5,1258,1286.3334,1328.6666,1696.3334,1886.5,2435.25,2673,2492.5,1662.6666,1844.5557,2366.25,2174.25,1794.75,1683.75,3032.71428571429,3403.68668,3110.89334,3193.58333333333,4199.38,3977.1,3452.1875,3827.5,3548.7,3993.625,3169,602,402,3441.5,3349,3434.19915941994,4442.97901492742,4748.80772947902,1960.13551067931,2160.58068911795,3266.28174835011,2213.71533771966,2122.20249434582,2261.08794232297,1597.37848985851,1640.00644725268,1675.05613284514,1870.42466175323,1789.20381051456,1789.20381051456,2915.66942698701,3319.84513380082,3199.96436345611,1765.18324433253,2723.98994603918,2340.43860824375,4745.44051794812,5276.4609215753,4576.73955474617,3140.68319604084,1270.28127385325,1360.3794881963,1225.88518945224,1184.24062416874,1410.90128645896,1334.99341076442,1326.70934636729,1444.43314800225,1654.88062328731,1831.78785147544,2283.92436274162,2754.32055192331,2344.03027885374,1702.28231883556,1773.24034111509,2092.3353579422,2005.56116241775,1640.57547949101,1792.81766756506,1580.50988738665,3018.69188836161,3721.90429091522,3407.89544027992,3318.80848554961,4346.60821358849,4185.00241428327,3348.54590264225,3765.00638270221,3675.02776086974,4009.74942792189,3307.26068278574,663.062637408166,483.32430869212,3343.80247306296,3239.22245786583
50,2004-03-01,3370.75,4360.75,4659.5,1991.5,2295.25,3167.6,2114.9,2197.75,2381.3333,1613,1476,1454,1943.8334,1929.6191,1929.6191,3720,3661.3333,1735.75,2894.125,2371.875,5726,5791,5721,4261,1188.125,1282.5,1258.875,1115.75,1397.6666,1295.75,1365,1365.6666,1655,1576,2453.7026,2573.5,2492.5,2289.3333,964,2366.25,2272.8333,2030.125,983,4977.5,5126.1,4802.3,5444,5088,4983.5,3553.38334,7161,6159,6553,6054,602,402,2859,2672,3636.50033583004,4765.47514754534,4883.22558011438,2101.11475529987,2265.7203170668,3402.88753758785,2225.11669643054,2166.33526915788,2385.2784658705,1738.5184991774,1764.67149107236,1793.29239811023,1917.04260610172,1850.81496598114,1850.81496598114,3596.49231395319,3687.27863608289,3605.93984347848,1688.23509310687,2904.42161580438,2431.09368265258,5242.92219394706,5505.84948967983,5096.51155539814,3397.89239105174,1278.47486947999,1338.94298048981,1287.03663531841,1220.23341671319,1445.50314536588,1369.31484995384,1395.4360270636,1490.38645065856,1599.83652281456,1746.40733293482,2315.77402519388,2680.29735719588,2560.72787873294,2104.64810679081,2068.38478040038,2421.0465589193,2370.97677265154,1637.09297611139,1845.88020206689,1770.55800270959,3452.44358425932,3768.97203507578,3586.16674541285,3283.93003226619,4742.42509028198,4616.33045438112,3688.62732434138,3941.07728339376,3786.91674028542,3970.71569113576,3502.82443411507,701.130938647198,516.724029419234,3218.65201763557,3091.93198695487
51,2004-04-01,3671,5320.6665,5211.6665,1867.8334,2425,3559,2161.6,2116.5,2173,1714,1831.75,1874,1893,1859.3334,1859.3334,6192.6665,6151,1576.3334,3090.75,2516,5102.5,5024.33333333333,5728,3749,1202,1219.75,1291.5,1280,1600,1453,1654,1776,1411.6666,1668.6666,2119,2699.6667,2762.5,2460.5,2297.4167,2689.25,2758.25,1699,1919.25,4215.5,5154,4500,5068,6365,5429,5206,4359.25,4124.25,4108.5,3729.6,842.5,660.5,3441.5,3349,4255.05490619039,5390.23528778266,5200.05670152397,2476.40505763579,2513.86375537537,3861.75334900894,2491.85543900988,2403.34021848897,2749.17631154316,2075.64273637403,2087.10108408048,2106.35270480057,1983.50588840999,1936.10447025915,1936.10447025915,4132.62450664134,3968.45229535812,4328.49072574166,1618.77978459101,3076.18324382493,2477.05300661464,5515.76098026394,5513.61981642616,5563.63420141848,3561.21294643684,1368.65385975055,1379.01562032948,1372.48744869213,1300.52365231668,1521.04607796608,1475.76863354142,1491.92681068525,1586.36833456324,1707.15444708252,1797.297246765,2471.19989663626,2640.60691609526,2694.72076855581,2459.54564739971,2396.29753144398,2518.61106198263,2468.28576414018,1664.5016034758,1901.79781481277,1908.85700629919,3496.07473193109,3752.56592215015,3542.28409721031,3310.48961172333,4828.37021084844,4713.50746639709,3910.54272099315,4034.19101575086,3827.47113134543,3796.31260504272,3568.41959623796,757.388492473773,570.190639123848,3063.94120122228,2925.9721488899
52,2004-05-01,5594,6289,5596.3335,3225.6667,2827,4393,2553,2559,3196.5,2736.5,2586,2691,2075,1945,1945,5702.3335,6205,1615,3454,2634,6039,5943.5,5799,3630.5,1629.1666,1564.5,1585.5,1651.5,1511,1651.0416,1138,1478,1567.5,1733,2314,2673,2985,2803,3134.6667,3243.5,3046.5,2563,3206,3109.75,3584.5,3026.8333,3452,5087.9,4851,4481.75,3948,3784,3413,3867,842.5,660.5,2859,2672,5006.00601031335,6185.42073661075,5570.74071346897,3026.51858537599,2863.13094927461,4598.68443616565,3122.86647817622,2833.32017883847,3253.2976493038,2461.22794416797,2564.8261664578,2542.52212240389,2055.9538512272,2059.56069556737,2059.56069556737,4537.754264554,4154.35999107228,4839.93798862923,1553.18452318678,3144.5659741889,2462.98994520815,5222.30009134737,5167.19722077931,5722.89140569045,3518.2685531132,1454.60464422686,1432.93164363293,1431.27438878586,1374.51457696467,1754.780777617,1626.90268583077,1653.41248408108,1839.88882986673,2052.40346058557,2125.41592037227,2888.55138638095,2661.63832857796,2711.44048650623,2573.42237005593,2370.90065711192,2487.35459947597,2494.02671540428,1688.22490621108,1845.16762433297,1884.21211549056,3409.86489856158,3692.13846202582,3379.23029525236,3398.66046794454,4756.76985887185,4585.8942030403,4046.83671065437,3929.77126132541,3760.98536402538,3581.16388139653,3488.4894570168,839.897221929946,649.411194362477,2950.79526859032,2820.66367898966
53,2004-06-01,5703,7219,6193,3507,3147.5,5787.25,4105.5,3560.3928,3948.3333,2968,3392,3234.5,2194,2267.5,2267.5,4560,5656,1350.5,3038,2079,5121.33333333333,5055.33333333333,5932,3165.5,1645.3334,1514.5,1524.875,1520.125,2701,2614,1976.6666,2081.3333,2766.6667,2849,3764.6667,2474,2564.6667,2801,3066,2473.875,2470,2233.5,2091,2766.6667,2930.75,2657,3100.3333,4299.5,3901.375,3958.1667,3373,3302,3146,2706,842.5,660.5,2735,2641.5,5898.86733902504,6899.9382386016,5799.37716026975,3814.45623485896,3405.57669378851,5477.99507738982,4053.90271428902,3420.63164946305,3947.32546309747,2894.95861486455,3056.742368559,2966.70221192996,2211.72275883294,2247.85059727104,2247.85059727104,4843.30063429008,4461.24611185444,5588.16803431306,1520.57245954754,3153.48673087592,2433.36114864824,4711.81422840124,4683.43593417771,5514.74451402644,3180.33026425675,1529.87055495686,1496.34281671163,1462.05219403231,1438.92544338773,1908.68185025137,1732.44097064411,1782.58625575785,2110.80144472297,2536.36518104416,2411.85465151619,3502.30446373441,2741.53108636404,2676.14667705988,2453.10686033882,2246.55429855498,2414.33080380166,2475.21465649578,1646.06684576802,1773.12222867227,1716.19062269209,2966.75186686243,3253.42039322258,2835.67518868352,3160.55322115501,4367.09782766098,4101.40028535944,4040.13378122812,3552.4264323837,3388.83198114257,3214.13000638804,3107.12987752556,905.953320782715,693.545595503815,2885.80613627369,2738.98119343052
54,2004-07-01,6873,7320,5893,4767,3925.7024,6280,5288.6665,4072,4730,2894.6667,3137.3333,3076,2158.3333,2488,2488,3652.6667,5027,1551.4584,3138,2498,3733.77776666667,3765.83333333333,4866,2878.5,1492.875,1522.875,1401.5,1402.125,2379,1921,3233,2917,3198.25,3070.5,4383.25,2952,2540,1777.5,2025,2135,2309.6,1549,1397,3125.81945,3505.8639,2876.69761428571,3502.22221666667,3754,3657,3758,3744.5,3335.25,3422.6,3198.8,1083,919,2735,2611.6667,5897.97895871487,7306.21707319858,5899.24564664867,4547.37396179552,4165.2262423722,6330.12493142492,4894.34814471725,4126.8683355972,4726.37168931913,3330.69072719612,3329.42423635976,3165.96738485377,2475.26442341258,2491.46005216262,2491.46005216262,4828.75225227924,4050.73950856986,5264.14272901594,1503.03719575829,3072.28354150525,2346.57203882594,3985.29300944951,3991.62260386647,5283.35789620758,2801.74542084119,1509.09150714822,1498.07972069707,1440.5910974632,1466.76010266443,2036.96423851507,1800.39885220268,1949.45806464717,2362.76032730586,3115.83337795574,2598.38524270658,4224.67464836817,2845.66508453384,2557.57863311162,2298.30717047959,2127.56182558118,2287.56905264224,2371.04298067206,1549.3535138325,1701.11424659968,1541.91296108599,2550.40971612207,2847.79970920386,2395.38719370089,2736.43375452603,3814.37709087563,3411.06163835341,3683.8936081847,3082.08781258524,2889.42989463476,2785.46334657967,2578.57142767883,946.225536016612,716.543106463968,2963.92576104836,2735.78239933311
55,2004-08-01,7417,8217,5834.0713,5667.6665,5432.5,7217.5,6169.3335,5853.5,6478.5,4123.3335,4775.6665,4657.3335,2974,2736,2736,3759,5014,1489.125,2962,2221,2519.44443333333,2539.16666666667,5098,2252.5,1378.125,1446.75,1356.625,1451.5,1858.8334,1746.5557,2040.0555,2269.4167,3466,2280.119,4711,2980,2564.6667,2116.5,1770.5,2623,2425.5,830.5,1132.3334,1876.25,2306,1582.75,2010,2858.25,2267,2414.75,2191,2085,2013,1674,946.5,723.5,3347,3060.3333,5886.35957227726,7308.17004912649,5907.06648415681,4778.16093803863,4936.03113295219,6202.74449637666,5175.29889051623,4111.24061658278,4895.18910743807,3477.73139552621,3151.54019144546,3016.91580148054,2803.91750982825,2693.326811337,2693.326811337,4826.22513262068,3811.80063499119,5071.34593324441,1519.76535051278,2957.09775265873,2294.66769223984,3309.46586768039,3347.82680723108,4959.98463389047,2494.67967725298,1441.63151910768,1488.97458917104,1419.15246948044,1467.33704784839,2057.1176062249,1799.1633318478,1968.23848073639,2436.46726641005,2928.17305180916,2389.06598085941,4105.11622083656,2858.29707135445,2440.02476084527,2068.40647913385,1972.54113164806,2155.84516710663,2249.05170023009,1418.59254612949,1506.15850481042,1304.05450212279,2327.20148975503,2618.74960473147,2105.9778951084,2504.54068263909,3472.55517747545,2993.86700973541,3430.18519144611,2851.95533584919,2609.81550356453,2488.79657258044,2323.53644957063,979.805735860482,746.200317632662,3225.68676802264,2744.1067388884
56,2004-09-01,5682,7451,5816,5368,5722,7038,5492,6087,6519,5047,4983,4875,4522,3732,3732,3684.5,5026.3335,1576,2916.64285714286,2238.21428571429,3286,3279,4673.5,2195,1423.1666,1450.8334,1414.8334,1504.875,2013.3334,1788,3183.6667,3622.6667,4122,3371,4960,2032,2169,2178.8,2342.0334,1894,2044,1309.5,1130.5,1809.25,1933.8334,1786,1939,3610.19166666667,2184.75,3343.96428571429,2253,1795,1988,1693,1029.3334,772.5,2611,2611,5821.43932289673,7090.04397838018,5933.19856545791,4682.55435014768,5089.96411830641,5884.71570582118,5029.48495496902,4114.84482767698,5127.32768018287,3566.00890165467,3074.60731877234,2951.63668280856,3054.41383416979,2824.13448159781,2824.13448159781,4725.10867680881,3651.58136883457,4914.04152414805,1531.04250831496,2780.49667473018,2219.85985917906,2765.11072124617,2805.35309633333,4727.72983315716,2346.42117718047,1379.38562029326,1493.05707193045,1434.44674365792,1469.78868491888,1799.42410382559,1648.96117332617,1863.53721435985,2280.22628759677,2542.35929284038,2054.22476351719,3460.46407472166,2796.10649651637,2379.9616007109,1902.25055914471,1901.14852840939,2096.58153803613,2153.98357172333,1379.14924255149,1400.38096279398,1241.15458661739,2185.84129427695,2504.97910542164,1853.74285186469,2354.7945478745,3286.06875894523,2703.80426189979,3285.30316037411,2715.24579777684,2504.17885741032,2236.14641493514,2260.18934389238,973.568467093854,754.425175127399,3540.05465924727,2942.6993803937
57,2004-10-01,5627,6340,6198,4148.6665,5630.6665,5333,4414,4350,5429,3626,3047.6667,2862.3333,3464,3023.3333,3023.3333,3755,4823,1517.5,2497,2213,2189.3333,2227.5,4398,2246.3333,1346.5,1609,1595.75,1534.75,1468.5,1453,1749,2224.5,1873,1622,2289,2609.5,2354.5,1396,1714,2048,1562,1480.625,1437.7084,2575.52778333333,2891.80556666667,1782,2821.38888333333,2362.5,2899.65834,2076.25,3148.2,2806.4,2382.33333333333,2795.25,810,528,3874.25,2552,5404.50334291894,6737.21069867553,5949.56376041191,4184.59468021076,4798.42927644946,5426.46051367569,4324.29521305977,4252.10874688703,5386.36621963161,3478.3591145369,3167.78259039567,2962.52896842167,3156.77596620256,2868.91234187328,2868.91234187328,4207.83964267162,3458.38136624201,4769.0436201401,1558.61211821375,2630.51346489424,2140.42160650173,2460.61143917914,2474.89109918119,4690.63670738924,2434.13223022097,1337.31572569259,1510.51473873591,1442.66960110017,1434.2862754644,1580.43573720844,1480.36188476305,1639.91243151515,2070.80343483261,2073.18909025765,1783.39001978641,2763.89883969389,2694.28255589971,2316.69538966418,1816.01864820449,1873.86956999071,2072.19639772708,2071.4795808457,1363.28237639242,1343.56660559233,1243.30806565286,2454.38903910361,2867.70379462823,1970.3848687373,2674.72182151405,3299.77112934358,2585.66555291093,3262.93289810315,2878.47976408522,2636.767735223,2191.91758305483,2441.92415510707,996.205267331699,772.346789108948,3856.08722738395,3339.96529325281
58,2004-11-01,4916.5,6297,5930.5,3182.6667,3889,4401.8,3027.75,2735.6667,3155.3333,2970.3335,2984.381,2947.619,3111,2879,2879,2909.3333,4431.75,1523.6666,2287.5,1863.5,2083,2111,4550,2684,1206.8334,1392.5,1395.1666,1342,1339,1250.3334,1282.6666,1598.3334,1533.5,1646.6666,1754,2654.6667,2354.5,1763.3334,1836.5,2175,2010.5,1229.6666,1219.9445,1638,1866,1927,2054,3299,2488.1667,3295.3333,3146,2965,2232,2721,1029.3334,772.5,4083,4018,5008.61805294865,6249.04407775315,5908.28502440417,3259.07903828317,4110.16488120924,4633.42688643927,3366.0291520108,3301.49666182791,4102.81816309371,2881.62057877599,2660.60711747137,2607.44178438155,2974.80330817087,2747.81961087601,2747.81961087601,3661.83260664262,3285.52000571724,4595.20771528125,1637.74985168821,2601.08378291165,2108.17276952355,2501.74014049925,2601.81925202242,4859.9784957846,2658.97847639496,1324.12860741218,1551.04857432555,1459.87275267144,1378.31665260798,1387.04785836072,1328.01820572637,1445.73647858027,1913.9397852384,1650.14286690143,1652.37621877018,2076.82059766129,2580.00129853391,2334.90639129545,1696.41604656183,1816.68692469436,2116.90547844734,2005.6556173689,1398.05624021866,1427.9403169719,1322.7836126988,2937.98257543796,3392.68592555703,2521.89201616674,3054.76125996408,3401.70979973384,2822.98535195399,3315.17866354662,3116.89325497804,2896.66099898561,2257.42057275356,2747.87084971364,1023.5604513683,784.471104677863,4101.44274138491,3816.55819130188
59,2004-12-01,4495.5,5824.6665,5813,2253.25,3196.3333,4017.5,2300.8333,2410.3333,2641,1827,1612,1595,2066.5,2012.5,2012.5,3075.3333,4565.2,1960.3334,3040,2159,2151.5,2148,5511,3154.5,1337.6666,1693.5,1403.5,1129.1666,1163,1111,1206.3334,1822,1565.5,1743.5,2021.6666,2506,2169,1756.25,1742.25,2188.3333,2010.5,1070,1131.4167,3501,4143.25,3658.3333,4161,3537.90275,3149.11664,3423.5,4778,3885,2232,5108,1195,870.5,4737,4831,4655.3649403958,5876.62151959208,5757.60472843363,2546.39668985686,3321.045534342,4089.30061111562,2664.51065880291,2613.19021693485,3110.23816726086,2282.64015319006,2228.71812208264,2267.70588544854,2543.30842648095,2497.96381851693,2497.96381851693,3117.76054349323,3146.52865141781,4410.01827010175,1710.46874301668,2592.82443114904,2074.42595886608,3051.34459200282,3180.64919468239,5158.74616148422,2894.33079614625,1331.13254172767,1544.33724897279,1470.61103739781,1332.84890410734,1281.74860653654,1260.21304299145,1353.76842586721,1824.65700232532,1491.43644311657,1626.40249349006,1880.49393391229,2503.37359047704,2481.0524810671,1641.91550184478,1854.15448544571,2185.50922486378,1988.30778546932,1459.74908285799,1592.96146999216,1462.71771510851,3284.51775438519,3783.30124393806,2957.43317168234,3305.74894875833,3678.89139633678,3024.58327137923,3380.08339811906,3172.81515064576,2905.61651878271,2317.43702064955,2816.56811880063,1046.26384427799,779.128224755569,4192.08445038077,4246.56699427934
60,2005-01-01,4343.3335,5659.3335,5469,1811.8,2524.3333,3613.8,2167.875,2052,2310.3333,1684.3334,1832,1892.6666,2255.3333,2351.3333,2351.3333,3144,4117,1801.6666,2608.16666666667,2078.5,4021,4128.5,5424,2836,1417.25,1558.25,1625.75,1388.75,1286.3334,1323,1392.3334,1763,1329,1524.25,1765.25,2278,2665.75,1513,1883.1666,2140.5,1895,1781.5,1782.25,3862,4171,3949.5,3664,4490,3252.11664,3317.34721666667,3286.5,2806,2341.5,3070,1002.5,699.25,4066,4500,4390.83870451075,5577.26677552725,5624.14105987292,2092.43865778407,2879.59066225239,3724.69777689071,2278.90038602248,2183.8420052441,2396.92541857054,1849.59755565628,1847.45676223863,1928.20692938177,2188.67594168988,2275.37306852852,2275.37306852852,2798.59794058866,3136.98672113648,4276.71387886856,1772.2839869587,2655.4992901063,2079.87455034847,4034.17654401693,4166.60276737153,5470.66617001897,3114.28843153007,1334.19114734486,1509.14010721374,1473.77812950578,1293.58725805203,1281.61376013474,1255.48687415329,1380.52589395941,1924.7481858602,1373.82787798953,1592.67247106647,1808.00955390588,2470.37339553179,2696.96025334533,1676.43539742359,2009.93868179673,2246.95409967806,1995.73502185697,1517.9443804382,1811.63791180391,1622.60404452198,3417.85315649013,3887.91383195741,3263.15807415595,3567.75134043095,3964.6661686045,3314.04600794494,3564.64420480227,3160.51968993606,2845.25267673717,2379.80634001121,2798.28889776771,1069.58934197578,774.599352956773,4266.61260451622,4369.84371666057
61,2005-02-01,4279.6665,4854.6665,5452,1926.75,2560.6667,3451.6667,2137.5,2011.5,2177.5,1590,1503,1675,1789,2023,2023,3283,4236,1814.375,2608.16666666667,2078.5,5991,6076,5942,3478,1061,1283.5,1471.25,1252.5,1269,1331.5,1437.5,2108.6667,1210.6666,1506,1687.6666,2524,3162.5,1513,2279.611,2469.5,2089,2253.5,2434,3011.5,3184,2965,3189,4251.6665,4573.6665,3971,2969,2579,2695,2409,1049.3334,762.1667,4295.3335,3975.25,4189.53855795547,5422.84411905476,5562.66909164417,1860.53323192577,2664.76746100226,3501.67843939427,2164.32399736963,2053.79802385474,2263.14504678243,1661.78372496719,1686.06634944775,1736.45806474788,2044.78109403968,2179.55798410539,2179.55798410539,2633.89355572625,3159.84450674477,4108.18815843259,1746.98466577086,2702.02409791014,2145.35077808699,4957.37982456013,5025.91423951079,5570.68610483084,3229.91792285599,1354.94483702371,1483.83561010603,1501.20412571651,1314.13594075358,1350.81282314431,1271.26664743894,1502.04606899171,2124.03645467032,1306.64286800749,1542.93204192724,1752.85938731737,2464.91842356737,2942.16378421596,1772.09329048343,2158.4208310709,2294.77151478993,2003.42585919867,1582.10211359371,2064.13096785491,1799.12239563975,3272.13267254113,3594.08827615332,3268.59886670476,3324.96615611417,4051.36244567937,3063.50700498277,3639.07281389798,3147.32860616707,2713.11100794382,2394.25586227405,2792.99578690021,1071.73576100035,766.741066865645,4258.23486235087,4345.3913462592
